order_id,product_id,quantity,unit_price,customer_id,order_date,order_total,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,feedback_id,rating,feedback_category,sentiment,feedback_date,area,registration_date,customer_segment,total_orders,avg_order_value,year,month,day,time
4254814926,324809,1,608.0,59890331,2024-04-21 06:14:58,3818.33,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,7165598,3,App Experience,Negative,2024-04-21,Chennai,2024-11-01,Premium,16,552.68,2024,4,21,06:14
6074172790,888807,2,230.58,14944819,2023-07-26 02:15:37,2008.84,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91,4424806,4,Customer Service,Positive,2023-07-26,Anand,2023-11-24,Premium,14,1127.8,2023,7,26,02:15
3381573131,684939,1,727.95,67386193,2024-07-16 00:33:21,114.52,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.95,1119.92,35.0,365,22,50,2074845,1,Delivery,Negative,2024-07-16,Pali,2024-06-01,Regular,14,1029.98,2024,7,16,00:33
3773745777,734789,1,395.82,67701771,2024-05-02 14:40:25,1488.19,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",395.82,608.95,35.0,90,22,66,417728,4,Customer Service,Neutral,2024-05-02,Mathura,2023-11-14,Premium,9,550.5,2024,5,2,14:40
9251939156,876139,3,415.75,89910157,2023-12-30 12:39:53,891.6,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83,5642561,4,App Experience,Positive,2023-12-30,Khandwa,2023-03-19,New,5,1859.93,2023,12,30,12:39
3872982303,56589,2,517.77,15484407,2024-02-03 01:04:33,1779.45,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",517.77,647.21,20.0,365,16,85,261554,4,Delivery,Neutral,2024-02-03,Kakinada,2024-06-11,Premium,18,560.95,2024,2,3,01:04
2625987757,890232,1,432.0,10769994,2023-08-01 07:42:43,169.88,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180,20,91,1822011,3,Delivery,Neutral,2023-08-01,Begusarai,2023-05-07,Regular,10,1122.23,2023,8,1,07:42
3162249401,432617,1,863.18,85519349,2024-05-03 13:21:58,4406.98,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97,4763044,4,Delivery,Positive,2024-05-03,Anand,2023-12-07,New,8,336.36,2024,5,3,13:21
3108986741,687218,3,317.82,49241309,2023-10-17 19:29:19,2401.92,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",317.82,454.03,30.0,180,22,58,5621837,3,Product Quality,Negative,2023-10-17,Gurgaon,2024-06-19,Inactive,11,1340.89,2023,10,17,19:29
1851474741,970529,3,827.44,23348269,2023-11-01 13:29:17,3742.79,Diapers,Baby Care,"Kurian, Patla and Sanghvi",827.44,1182.06,30.0,365,19,84,4571579,2,Product Quality,Negative,2023-11-01,Ahmednagar,2024-02-28,Inactive,9,1251.82,2023,11,1,13:29
2425099132,604184,2,397.55,85016568,2023-08-15 01:15:08,2498.22,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",397.55,530.07,25.0,365,24,84,3853657,4,Product Quality,Neutral,2023-08-15,Tinsukia,2024-07-17,Regular,2,367.12,2023,8,15,01:15
6706793332,615545,2,448.16,6247821,2024-10-09 21:50:33,949.75,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67,7245923,2,Delivery,Negative,2024-10-09,Panvel,2023-07-15,Regular,15,1832.58,2024,10,9,21:50
2149289255,567671,3,418.48,57579640,2024-11-01 15:00:29,2687.31,Biscuits,Snacks & Munchies,Nagar LLC,418.48,643.82,35.0,90,12,90,2338813,3,Product Quality,Negative,2024-11-01,Siwan,2023-07-11,Premium,10,697.08,2024,11,1,15:00
1971008155,222892,1,869.22,2457734,2023-10-23 22:23:41,1866.01,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,869.22,1158.96,25.0,3,28,88,2222062,1,App Experience,Negative,2023-10-23,Ahmednagar,2023-05-27,Premium,12,923.06,2023,10,23,22:23
2087093460,34186,2,925.65,59329145,2024-07-11 11:31:57,4198.33,Mangoes,Fruits & Vegetables,Mandal-Kar,925.65,1234.2,25.0,3,27,74,6813661,4,Delivery,Neutral,2024-07-11,Gulbarga,2024-08-30,Regular,19,999.5,2024,7,11,11:31
2116712588,891833,1,493.19,24043135,2023-11-11 20:33:38,44.35,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69,4065309,3,Delivery,Neutral,2023-11-11,Bijapur,2024-10-01,Inactive,15,1681.39,2023,11,11,20:33
6054358790,532965,1,307.23,59216664,2024-01-26 10:11:06,3217.7,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,307.23,512.05,40.0,180,20,94,3025076,3,Product Quality,Neutral,2024-01-26,Deoghar,2023-03-22,Regular,10,225.69,2024,1,26,10:11
532660797,962054,2,16.86,41008070,2024-05-20 06:25:18,2683.73,Orange Juice,Cold Drinks & Juices,Toor-Nagar,16.86,24.09,30.0,180,11,74,9329920,3,Delivery,Neutral,2024-05-20,Vijayawada,2024-05-01,New,1,1017.46,2024,5,20,06:25
1491991005,33955,1,186.08,52215833,2024-03-04 08:49:03,3472.55,Frozen Pizza,Instant & Frozen Food,Baral Group,186.08,310.13,40.0,180,29,84,1307363,3,Product Quality,Negative,2024-03-04,Sirsa,2024-09-27,Regular,5,305.65,2024,3,4,08:49
4136019599,644847,3,622.81,74179536,2024-03-23 18:38:14,1131.05,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",622.81,732.72,15.0,365,24,52,1930153,4,App Experience,Positive,2024-03-23,Nizamabad,2024-10-14,Inactive,18,517.73,2024,3,23,18:38
2122832513,954722,1,616.45,55028958,2024-02-17 19:48:14,2037.94,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40.0,180,11,58,5614682,1,Customer Service,Negative,2024-02-17,Howrah,2023-05-10,New,17,1168.29,2024,2,17,19:48
3717703595,500633,3,154.5,88965399,2023-04-24 21:33:02,1756.7,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87,6784407,4,Delivery,Positive,2023-04-24,Guntur,2024-05-28,Regular,3,1144.21,2023,4,24,21:33
3194733693,240179,2,90.56,21866852,2023-07-05 10:13:13,2552.88,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56,2013422,4,Product Quality,Neutral,2023-07-05,Guwahati,2023-11-14,Premium,18,1480.38,2023,7,5,10:13
4471162437,820973,1,114.52,27971619,2024-02-06 12:38:50,3355.65,Baby Wipes,Baby Care,Lall LLC,114.52,163.6,30.0,365,29,56,344048,4,App Experience,Neutral,2024-02-06,Mirzapur,2023-10-11,New,3,1691.32,2024,2,6,12:38
1609331948,490602,3,549.47,8791577,2024-01-04 14:06:21,3648.36,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,365,20,71,3089818,3,Product Quality,Neutral,2024-01-04,Madhyamgram,2023-08-29,Regular,1,1031.07,2024,1,4,14:06
6920030794,256783,2,906.54,70372270,2024-06-24 02:37:36,2936.64,Pet Treats,Pet Care,"Basu, Thakur and Rege",906.54,1394.68,35.0,365,16,98,5340615,3,Customer Service,Negative,2024-06-24,Ichalkaranji,2023-08-05,New,15,1420.71,2024,6,24,02:37
5127172657,913428,2,392.22,32293017,2024-06-11 18:11:31,2185.5,Pet Treats,Pet Care,Narayanan-Kumar,392.22,603.42,35.0,365,30,98,8229982,4,Product Quality,Positive,2024-06-11,Gudivada,2024-01-21,Inactive,16,691.29,2024,6,11,18:11
8607115856,324809,1,608.0,15931134,2023-10-09 04:42:34,739.34,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,2195625,4,Customer Service,Neutral,2023-10-09,Darbhanga,2024-03-10,Inactive,5,760.9,2023,10,9,04:42
7154957395,516376,1,877.43,60700850,2023-04-09 10:10:33,2696.84,Onions,Fruits & Vegetables,Agarwal-Dhar,877.43,1169.91,25.0,3,21,71,4371570,3,App Experience,Neutral,2023-04-09,Tezpur,2024-07-22,Regular,2,812.35,2023,4,9,10:10
2070762702,566052,3,87.3,34761418,2023-10-04 10:20:55,2457.2,Pain Reliever,Pharmacy,"Apte, Soman and Raju",87.3,109.12,20.0,365,14,53,7289033,4,Product Quality,Positive,2023-10-04,Bhilwara,2024-08-19,New,6,1729.83,2023,10,4,10:20
3697242439,897083,2,972.69,99361865,2024-10-15 12:30:13,2179.49,Detergent,Household Care,Dutta-Halder,972.69,1296.92,25.0,365,10,100,2978291,3,Customer Service,Neutral,2024-10-15,Berhampur,2023-05-21,New,20,1423.56,2024,10,15,12:30
3063427913,799952,2,922.64,75984768,2023-09-21 02:17:46,4419.03,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66,9074696,4,Customer Service,Positive,2023-09-21,Guwahati,2024-08-05,Regular,14,1723.2,2023,9,21,02:17
2060061337,690565,1,951.27,29272253,2023-04-15 22:56:08,3041.62,Cookies,Snacks & Munchies,"Roy, Seth and Patla",951.27,1463.49,35.0,90,15,56,4994827,1,App Experience,Negative,2023-04-15,Kolhapur,2024-09-19,New,18,1282.7,2023,4,15,22:56
4625892678,317242,1,198.15,80371626,2023-06-18 19:23:45,3166.49,Pulses,Grocery & Staples,Rastogi Group,198.15,233.12,15.0,365,22,63,1932712,1,Delivery,Negative,2023-06-18,Karimnagar,2024-10-02,New,20,1033.07,2023,6,18,19:23
6045698170,965755,3,532.57,666589,2024-01-24 17:03:49,222.15,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama",532.57,710.09,25.0,3,21,91,5568145,5,Delivery,Positive,2024-01-24,Morbi,2023-07-31,Regular,15,465.38,2024,1,24,17:03
7876289647,863930,1,242.57,98858383,2024-08-07 07:55:29,3218.62,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",242.57,373.18,35.0,365,26,72,8266029,4,Delivery,Neutral,2024-08-07,Dehri,2023-12-31,Regular,3,700.22,2024,8,7,07:55
3434084714,264803,2,995.98,46836361,2024-02-02 02:54:20,1179.41,Vitamins,Pharmacy,Gole-Doshi,995.98,1244.97,20.0,365,17,69,7621707,4,Product Quality,Positive,2024-02-02,Bikaner,2023-11-22,Premium,16,545.22,2024,2,2,02:54
9031695663,697683,1,123.74,94730288,2024-01-17 01:23:06,2316.01,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",123.74,164.99,25.0,365,14,82,545267,2,App Experience,Negative,2024-01-17,Rampur,2023-07-04,Regular,17,1560.64,2024,1,17,01:23
1955989715,679284,1,877.89,77862447,2023-12-27 06:52:23,1931.35,Cough Syrup,Pharmacy,Pant LLC,877.89,1097.36,20.0,365,28,95,2056599,4,Product Quality,Neutral,2023-12-27,Bally,2023-07-14,New,3,721.04,2023,12,27,06:52
3459500455,992178,1,632.43,16379942,2023-12-18 00:37:55,2581.78,Pain Reliever,Pharmacy,Basu and Sons,632.43,790.54,20.0,365,16,89,2265740,4,Customer Service,Positive,2023-12-18,Orai,2024-04-10,Inactive,15,1370.56,2023,12,18,00:37
5953376503,300159,1,44.35,79169760,2024-05-25 03:53:54,650.2,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry",44.35,63.36,30.0,180,20,93,2438008,5,Customer Service,Positive,2024-05-25,Nagaon,2024-09-12,New,11,932.44,2024,5,25,03:53
121874867,952124,3,127.08,94529626,2023-03-28 00:53:55,2596.92,Onions,Fruits & Vegetables,"Wali, Sood and Bala",127.08,169.44,25.0,3,15,50,7517891,5,Delivery,Positive,2023-03-28,Pudukkottai,2023-12-06,New,17,1907.16,2023,3,28,00:53
2460545397,925482,1,475.04,42872865,2024-10-27 11:26:03,474.34,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,475.04,791.73,40.0,180,23,66,5506466,3,Product Quality,Neutral,2024-10-27,Bulandshahr,2023-10-09,Inactive,14,976.81,2024,10,27,11:26
9690050839,500633,2,154.5,55803572,2024-01-13 02:34:24,2551.93,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87,9785308,4,App Experience,Neutral,2024-01-13,Rewa,2023-03-27,Premium,17,1237.96,2024,1,13,02:34
2574349065,123983,3,785.67,51547198,2024-04-17 14:33:32,4476.55,Cough Syrup,Pharmacy,Kurian-Chhabra,785.67,982.09,20.0,365,25,72,3562195,4,Customer Service,Neutral,2024-04-17,Agartala,2024-08-04,Premium,19,750.81,2024,4,17,14:33
2461936988,272170,2,140.8,14428954,2023-07-20 23:11:57,4196.95,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,234.67,40.0,180,10,92,1736546,5,App Experience,Positive,2023-07-20,Medininagar,2024-10-22,Premium,10,1387.23,2023,7,20,23:11
6447596416,70969,1,631.7,76987910,2023-10-08 18:18:29,4965.12,Carrots,Fruits & Vegetables,Mohan Group,631.7,842.27,25.0,3,25,96,8067827,4,Customer Service,Positive,2023-10-08,Shahjahanpur,2024-03-08,Inactive,5,728.54,2023,10,8,18:18
7228452275,757274,2,98.32,42262168,2023-05-13 01:06:33,326.42,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",98.32,151.26,35.0,365,27,95,5597699,2,App Experience,Negative,2023-05-13,Avadi,2024-02-23,Regular,18,489.19,2023,5,13,01:06
6696750742,14145,2,630.84,5277675,2023-04-02 17:43:16,2509.56,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",630.84,841.12,25.0,3,14,53,7041781,5,App Experience,Positive,2023-04-02,Ghaziabad,2024-10-22,Premium,9,1312.8,2023,4,2,17:43
